Advertiser App ID,Advertiser App Name,Creative URL,Networks,Duration,First Seen,Last Seen,Impression Share,Countries,Type,Format,Placements,Dimensions,Video Duration
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/dc6516c70dd4fc40/media,Facebook,23,2025-12-26,2026-01-18,0.06%,"AU,BR,CA,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,HK,IL,IT,JP,KR,MX,MY,NL,NO,PA,PH,PL,RO,SA,SE,TH,TR,UA,US,ZA",video,other,feed,1080x1080,26.733334
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/7d5b929363248223/media,Vungle,30,2025-12-19,2026-01-18,0.05%,"AU,FR,GB",video,"rewarded,interstitial",other,1280x720,26.733334
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/93b8ef20e019ce14/media,Youtube,7,2025-12-24,2025-12-31,0.05%,"CA,US",video,other,player,1280x720,6
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/1d7642c2bad05ed6/media,Youtube,23,2025-12-21,2026-01-13,0.05%,"AU,CA,GB,US",video,other,short,1280x720,33.2
671dab307e876910873c1cdb,Sorry! World - Board Game,https://x-ad-assets.s3.amazonaws.com/media_asset/a026c8bcb5e72a5d/media,Youtube,12,2025-12-21,2026-01-02,0.05%,CA,video,other,"feed,player",1280x720,34.266666
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/44a2aa8b4cce8c5a/media,Youtube,1,2026-01-01,2026-01-02,0.04%,"CA,US",video,other,player,1280x720,6
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/855390ca54d2434c/media,Mintegral,61,2025-11-16,2026-01-16,0.04%,US,video,"rewarded,interstitial,other",other,1920x1080,38
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/96afbdbec4856f84/media,Unity,35,2025-12-17,2026-01-21,0.04%,"CA,FR,NL,US",video,"rewarded,interstitial",other,1280x720,28.433332
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/7c572cfea3207646/media,Unity,35,2025-12-17,2026-01-21,0.04%,"CA,FR,NL,US",video,"rewarded,interstitial",other,720x1280,28.433332
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/24492181b9e91336/media,Vungle,37,2025-12-12,2026-01-18,0.04%,"CA,GB,IT,US",video,"rewarded,interstitial",other,640x1138,26.733334
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/bfe5f96ee8c7a24e/media,Admob,54,2025-11-16,2026-01-09,0.04%,"GB,US",video,rewarded,other,1280x720,40.733334
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/41273d5768e1b6d0/media,Youtube,5,2025-12-25,2025-12-30,0.03%,"CA,US",video,other,player,1280x720,6
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/07214aea1f5ca9ac/media,Admob,9,2026-01-02,2026-01-11,0.03%,"AU,CA,GB,US",video,"rewarded,interstitial",other,1280x720,35.3
59150925e4be78357f000005,Yahtzee® with Buddies Dice,https://x-ad-assets.s3.amazonaws.com/media_asset/04739bae926d97bd/media,Applovin,257,2025-05-10,2026-01-22,0.03%,"AU,BE,CA,CH,DE,DK,ES,FR,GB,NL,NZ,US,VN",video,"rewarded,interstitial,other",other,720x1280,18.416668
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/f756932de9c7a701/media,Mintegral,43,2025-12-08,2026-01-20,0.03%,"AT,CA,DE,GB,IT,NL,TR,US",video,other,other,214x120,36.833332
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/5b5926056667d938/media,Applovin,110,2025-10-04,2026-01-22,0.03%,"AU,BR,CA,DE,DK,ES,FR,GB,IT,NL,NZ,PL,PT,RO,SA,SE,TR,US",video,"rewarded,interstitial,other",other,720x1280,38.36667
671dab307e876910873c1cdb,Sorry! World - Board Game,https://x-ad-assets.s3.amazonaws.com/media_asset/b6cf0de2fee0e07a/media,Youtube,21,2025-12-12,2026-01-02,0.03%,CA,video,other,short,1280x720,27.166668
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/9fae41398eccf18d/media,Mintegral,0,2026-01-02,2026-01-02,0.03%,AU,video,"rewarded,interstitial",other,640x360,26.04
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/e5df2bdfa86ecdfb/media,Digital Turbine,37,2025-12-12,2026-01-18,0.03%,"BE,GB,IT",video,"rewarded,interstitial,other",other,640x1138,26.04
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/d174eb8f2116ce88/media,Mintegral,43,2025-12-06,2026-01-18,0.03%,"AT,CA,DE,IT,MY,NL,TR,US",video,other,other,214x120,28.75
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/f4aaf9fb626e2710/media,Mintegral,43,2025-12-09,2026-01-21,0.03%,US,video,"rewarded,other",other,1080x1920,49
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/874e8b2ef53bc86f/media,Mintegral,12,2026-01-10,2026-01-22,0.03%,"NZ,US",video,other,other,214x120,6
59150925e4be78357f000005,Yahtzee® with Buddies Dice,https://x-ad-assets.s3.amazonaws.com/media_asset/be28d84f55243ab3/media,Unity,211,2025-06-11,2026-01-08,0.03%,US,video,"rewarded,interstitial",other,720x1280,60.16
59150925e4be78357f000005,Yahtzee® with Buddies Dice,https://x-ad-assets.s3.amazonaws.com/media_asset/b6be609482893d00/media,Unity,211,2025-06-11,2026-01-08,0.03%,US,video,"rewarded,interstitial",other,1280x720,60
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/3c9720424064a61e/media,Admob,30,2025-12-13,2026-01-12,0.02%,CA,video,other,other,360x640,26.04
59150925e4be78357f000005,Yahtzee® with Buddies Dice,https://x-ad-assets.s3.amazonaws.com/media_asset/6119da2481963062/media,Applovin,168,2025-08-07,2026-01-22,0.02%,"AT,AU,BE,CA,DK,GB,NL,NZ,SE,US,VN",video,"rewarded,interstitial,other",other,720x1280,60
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/aa75984a2c685338/media,Unity,38,2025-12-10,2026-01-17,0.02%,US,video,"rewarded,interstitial",other,1280x720,50.041668
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/7a27b7c303e64756/media,Unity,38,2025-12-10,2026-01-17,0.02%,US,video,"rewarded,interstitial",other,720x1280,50.041668
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/ed08dd52b3bdee07/media,Mintegral,39,2025-12-09,2026-01-17,0.02%,"BR,DE,MY,NL,TR,US",video,"rewarded,interstitial,other",other,1080x1920,49
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/3080ba495de9bbe1/media,Mintegral,46,2025-11-23,2026-01-08,0.02%,"AT,CA,DE,FR,GB,NL,US",video,other,other,214x120,6
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/1b7a45709f0394dd/media,Vungle,37,2025-12-12,2026-01-18,0.02%,"CA,GB,US",video,"rewarded,interstitial",other,640x1138,24.3
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/0df441eefb2c2ef4/media,Applovin,45,2025-12-08,2026-01-22,0.02%,"AE,AU,CA,GB,UA,US",video,"rewarded,interstitial,other",other,720x1280,39.7
65b0b087479fc730d9643f8e,UNO Wonder,https://x-ad-assets.s3.amazonaws.com/media_asset/ea6c55909b542c9b/media,Applovin,127,2025-09-17,2026-01-22,0.02%,"DE,DK,FR,IT,PL,US",video,"rewarded,interstitial,other",other,720x1280,30.04
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/9738aedb2ed94d49/media,Applovin,71,2025-10-24,2026-01-03,0.02%,"IN,MX,US",video,"rewarded,interstitial",other,720x1280,22.966667
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/c9847825c503da53/media,Vungle,285,2025-04-12,2026-01-22,0.02%,"BE,CA,FR,GB",video,"rewarded,interstitial",other,640x1138,27.6
671dab307e876910873c1cdb,Sorry! World - Board Game,https://x-ad-assets.s3.amazonaws.com/media_asset/993bba90caad5d2d/media,Youtube,22,2025-12-11,2026-01-02,0.02%,CA,video,other,short,1280x720,24.366667
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/0776216be09e7d27/media,Youtube,6,2025-12-24,2025-12-30,0.02%,"GB,US",video,other,player,1280x720,6
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/c86a0b35ec4e8720/media,Applovin,91,2025-10-14,2026-01-13,0.02%,"CA,CZ,DE,IL,IN,JP,MY,PT,SG,TR,US",video,"rewarded,interstitial,other",other,720x1280,35.96
671dab307e876910873c1cdb,Sorry! World - Board Game,https://x-ad-assets.s3.amazonaws.com/media_asset/0408f931a67335aa/media,Youtube,87,2025-10-07,2026-01-02,0.02%,CA,video,other,"feed,player",1280x720,24.366667
671dab307e876910873c1cdb,Sorry! World - Board Game,https://x-ad-assets.s3.amazonaws.com/media_asset/17fabe9d1ea019ee/media,Youtube,88,2025-10-05,2026-01-01,0.02%,CA,video,other,player,1280x720,44.333332
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/5435b2f3d2af2435/media,Applovin,68,2025-10-24,2025-12-31,0.01%,"CZ,DE,IN,US",video,"rewarded,interstitial",other,720x1280,36.12
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/ca1918e13209a28b/media,Unity,394,2024-12-22,2026-01-20,0.01%,US,video,"rewarded,interstitial",other,1280x720,30
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/3077ee0fb8dc3c44/media,Unity,394,2024-12-22,2026-01-20,0.01%,US,video,"rewarded,interstitial",other,720x1280,30
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/c5d75e7e98546d58/media,Youtube,7,2025-12-24,2025-12-31,0.01%,US,video,other,player,640x480,6
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/34fd619bcb669081/media,Mintegral,36,2025-11-21,2025-12-27,0.01%,"FR,US",video,rewarded,other,1080x1920,31
671dab307e876910873c1cdb,Sorry! World - Board Game,https://x-ad-assets.s3.amazonaws.com/media_asset/10fa8f960c50dcb1/media,Admob,88,2025-10-06,2026-01-02,0.01%,CA,video,"rewarded,other",other,1280x720,27.515646
65b0b087479fc730d9643f8e,UNO Wonder,https://x-ad-assets.s3.amazonaws.com/media_asset/dfba50dfb37349b6/media,Applovin,126,2025-09-17,2026-01-21,0.01%,"DE,DK,FR,GB,IT,US",video,"rewarded,interstitial,other",other,720x1280,23.033333
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/839551721b2d4a12/media,Mintegral,44,2025-12-09,2026-01-22,0.01%,"AT,CA,DE,IT,NL,TR,US",video,other,other,214x120,32.5
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/51383cb075fe05c0/media,Mintegral,24,2025-12-29,2026-01-22,0.01%,US,video,"rewarded,interstitial,other",other,1920x1080,35.291668
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/40ed2d2165051bfd/media,Admob,6,2026-01-07,2026-01-13,0.01%,US,video,"rewarded,interstitial",other,1280x720,36.166668
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/ca894fa50c7c46f9/media,Mintegral,34,2025-12-05,2026-01-08,0.01%,US,video,"rewarded,interstitial,other",other,1920x1080,34.833332
671dab307e876910873c1cdb,Sorry! World - Board Game,https://x-ad-assets.s3.amazonaws.com/media_asset/9d8232372143bafa/media,Youtube,12,2025-12-19,2025-12-31,0.01%,CA,video,other,player,1280x720,30.933332
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/ffaf354f1db402d9/media,Unity,149,2025-08-18,2026-01-14,0.01%,"AT,DE,FR,US",video,"rewarded,interstitial",other,1080x1920,33
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/22ec3b17983dfc0e/media,Unity,0,2026-01-09,2026-01-09,0.01%,US,video,rewarded,other,720x1280,42.63333
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/1a3555bbe38b0fcc/media,Unity,21,2025-12-30,2026-01-20,0.01%,NL,video,"rewarded,interstitial",other,720x1280,35.733334
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/18dcd7cdb324a112/media,Unity,0,2026-01-09,2026-01-09,0.01%,US,video,interstitial,other,720x1280,6
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/8ef225fbc34d454d/media,Unity,0,2026-01-09,2026-01-09,0.01%,US,video,interstitial,other,1280x720,6
671dab307e876910873c1cdb,Sorry! World - Board Game,https://x-ad-assets.s3.amazonaws.com/media_asset/d1a1e2bad0da750f/media,Youtube,5,2025-12-28,2026-01-02,0.01%,CA,video,other,"feed,player",1280x720,35.283333
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/504634cd0a7256c8/media,Facebook,17,2025-12-13,2025-12-30,0.01%,"AU,BR,CA,CH,CL,CO,CZ,DE,DK,EC,ES,FR,GB,GR,HK,IL,IN,IT,JP,KR,MX,MY,NG,NL,NO,PA,PH,PL,RO,SA,SE,TH,TR,UA,US,ZA",video,other,"feed,other",1080x1920,26.36
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/b7257418676960c1/media,Youtube,5,2025-12-25,2025-12-30,0.01%,"AU,US",video,other,player,1280x720,6
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/ea106a00b09170e2/media,Unity,49,2025-12-04,2026-01-22,0.01%,US,video,"rewarded,interstitial,other",other,1080x1920,43.291668
5a72671d0dc0bc69efd2cad4,UNO!,https://x-ad-assets.s3.amazonaws.com/media_asset/df166af79ce3922c/media,Vungle,0,2026-01-16,2026-01-16,0.01%,IT,video,"rewarded,interstitial",other,720x1280,26.04
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/c542631b795cf76b/media,Youtube,4,2026-01-01,2026-01-05,0.01%,US,video,other,player,1280x720,6
671dab307e876910873c1cdb,Sorry! World - Board Game,https://x-ad-assets.s3.amazonaws.com/media_asset/8f75ee4be094fcb1/media,Youtube,10,2025-12-21,2025-12-31,0.01%,CA,video,other,player,1280x720,25.15
65b0b087479fc730d9643f8e,UNO Wonder,https://x-ad-assets.s3.amazonaws.com/media_asset/f18ac71c28021cbe/media,Pangle,9,2025-12-23,2026-01-01,0.01%,"AU,CA,NZ,SG",video,"rewarded,interstitial,other",other,720x1280,43.9
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/19bb7243ec29ce6f/media,Youtube,8,2026-01-04,2026-01-12,0.01%,US,video,other,player,640x480,6
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/5419405df4d4412c/media,Applovin,39,2025-12-12,2026-01-20,0.01%,"BR,DE,FR,ID,IT,JP,MX,MY,NG,NL,PL,PT,TR,UA,US",video,"rewarded,interstitial,other",other,720x1280,60
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/c4c7d612f89fc31f/media,Mintegral,20,2025-12-29,2026-01-18,0.01%,US,video,"rewarded,interstitial,other",other,1080x1920,28.458332
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/4f7d3b85e5fa0439/media,Youtube,7,2026-01-06,2026-01-13,0.01%,"CA,DE,US",video,other,player,1280x720,6
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/4b840daa36be3529/media,Mintegral,47,2025-11-13,2025-12-30,0.01%,US,video,other,other,214x120,38.458332
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/d6348b36d57fd738/media,Mintegral,37,2025-12-12,2026-01-18,0.01%,"AT,CA,DE,GB,NL,US",video,other,other,214x120,6
5d02f9399dc2fc3a26c5bdce,Phase 10: Casual Card Game,https://x-ad-assets.s3.amazonaws.com/media_asset/b306390cd9be77c6/media,Mintegral,6,2026-01-13,2026-01-19,0.01%,"NZ,US",video,"rewarded,interstitial,other",other,1080x1920,42
